id,user_id,movie_name_first,movie_name_second,facebook_id_first,facebook_id_second,user_clicked,created_at,why user liked?,source
489,52,Memento,Ayalum Njanum Thammil(2012),108173215878011,295822713855891,295822713855891,2014-12-08 04:25:33,,facebook
490,52,The Island,Run Baby Run(2012),108227605872802,307071596057200,108227605872802,2014-12-08 04:25:33,story,facebook
491,52,Con Air,Appleseed,105610132806838,112944652052578,112944652052578,2014-12-08 04:25:33,,facebook
492,53,Batman: The Dark Knight,Rang De Basanti,12887942787,298204870269976,298204870269976,2014-12-08 06:41:28,,facebook
493,53,A Beautiful Mind,Gladiator,112317682114594,229197930430239,229197930430239,2014-12-08 06:41:28,,facebook
494,53,Gladiator,Illusionist,229197930430239,115549118459174,115549118459174,2014-12-08 06:41:28,story and screenplay,facebook
495,53,Fight Club,Catch Me If You Can,39644305296,189231947796149,39644305296,2014-12-08 06:41:28,,facebook
496,53,Filmygyan,Style Apna Apna,334718749959224,263263750378138,263263750378138,2014-12-08 06:41:28,,facebook
497,53,Rang De Basanti,Fight Club,298204870269976,39644305296,39644305296,2014-12-08 06:41:28,,facebook
498,53,The World Is Not Enough,A Beautiful Mind,109768365715377,112317682114594,109768365715377,2014-12-08 06:41:28,,facebook
499,53,Style Apna Apna,The World Is Not Enough,263263750378138,109768365715377,109768365715377,2014-12-08 06:41:28,,facebook
500,53,Gladiator,Filmygyan,104052522965312,334718749959224,104052522965312,2014-12-08 06:41:28,,facebook
501,53,Catch Me If You Can,Batman: The Dark Knight,109436175750227,12887942787,109436175750227,2014-12-08 06:41:28,story and acting,facebook
502,53,Pirates of the Caribbean,Gladiator,254445913829,104052522965312,104052522965312,2014-12-08 06:41:28,,facebook
503,53,Illusionist,Catch Me If You Can,115549118459174,109436175750227,115549118459174,2014-12-08 06:41:28,,facebook
504,54,3 Idiots Movie,Ajab Prem Ki Ghazab Kahani,441170255909978,277865635629788,441170255909978,2014-12-08 08:34:58,,facebook
505,55,First Rank Raju,Bhaya - A Psychological Thriller.,737979219596107,797479390314301,797479390314301,2014-12-08 12:45:08,,facebook
506,55,I - Vikram Movie,First Rank Raju,443799305659632,737979219596107,443799305659632,2014-12-08 12:45:08,,facebook
507,55,6-5=2,C10 H14 N2 - The Film,221014724730122,664301420344334,664301420344334,2014-12-08 12:45:08,,facebook
508,55,Bhaya - A Psychological Thriller.,The Karate Kid,797479390314301,184695207750,797479390314301,2014-12-08 12:45:08,,facebook
509,55,C10 H14 N2 - The Film,Memento,664301420344334,285128358275044,285128358275044,2014-12-08 12:45:08,,facebook
510,55,Simple aagond love story,I - Vikram Movie,260587207380623,443799305659632,260587207380623,2014-12-08 12:45:08,,facebook
511,55,Memento,Style Apna Apna,285128358275044,263263750378138,285128358275044,2014-12-08 12:45:08,,facebook
512,55,The Karate Kid,Project Lucia,184695207750,394699480546190,184695207750,2014-12-08 12:45:08,,facebook
513,55,Project Lucia,Gladiator,394699480546190,229197930430239,394699480546190,2014-12-08 12:45:08,,facebook
514,55,Style Apna Apna,Megamind,263263750378138,114097065267211,114097065267211,2014-12-08 12:45:08,,facebook
515,55,Sakkare,6-5=2,363382937057017,221014724730122,363382937057017,2014-12-08 12:45:08,,facebook
516,55,Earthlings,Sakkare,50186143870,363382937057017,363382937057017,2014-12-08 12:45:08,,facebook
517,55,RBSI -  Rajini Biggest Superstar Of India - RBSI,Earthlings,144773458899435,50186143870,144773458899435,2014-12-08 12:45:08,"Story, Direction, actors, acting",facebook
518,55,Memento,RBSI -  Rajini Biggest Superstar Of India - RBSI,108173215878011,144773458899435,144773458899435,2014-12-08 12:45:08,,facebook
519,55,Creative kanasu,Simple aagond love story,389057127870399,260587207380623,260587207380623,2014-12-08 12:45:08,,facebook
520,55,Megamind,Creative kanasu,114097065267211,389057127870399,114097065267211,2014-12-08 12:45:08,,facebook
521,32,Kung Fu Panda 2,LUCIA Kannada Movie,154377211287075,379595285502856,379595285502856,2014-12-08 14:51:52,,facebook
522,32,Django Unchained,Kung Fu Panda 2,108187262608717,154377211287075,154377211287075,2014-12-08 14:51:52,,facebook
523,32,Interstellar Movie,Inception,599055856788775,91290503700,91290503700,2014-12-08 14:51:52,,facebook
524,32,Shutter Island,Django Unchained,132294760114,108187262608717,132294760114,2014-12-08 14:51:52,,facebook
525,32,Inception,Mack,91290503700,188498867830970,91290503700,2014-12-08 14:51:52,,facebook
526,32,LUCIA Kannada Movie,Interstellar Movie,379595285502856,599055856788775,599055856788775,2014-12-08 14:51:52,Scripting and direction. An element of suspense and unexpected twists always incites my creativity.,facebook
527,56,"Jaane Tu, Jaane Na",The Twilight Saga,230262937031656,8526405673,230262937031656,2014-12-08 15:25:09,,facebook
528,56,DCH Gang,Cinderella,268817026482059,152363076192,268817026482059,2014-12-08 15:25:09,,facebook
529,56,TZP,DCH Gang,131163930317669,268817026482059,268817026482059,2014-12-08 15:25:09,,facebook
530,56,Veer-Zaara Official,Inception,150458898489106,91290503700,91290503700,2014-12-08 15:25:09,better direction,facebook
531,56,Eclipse,A Lot Like Love,276563165697438,112529185429344,112529185429344,2014-12-08 15:25:09,better story,facebook
532,56,Titanic,Kuch Kuch Hota Hai,216410885045047,329909013749416,329909013749416,2014-12-08 15:25:09,,facebook
533,56,A Lot Like Love,"Jaane Tu, Jaane Na",112529185429344,230262937031656,112529185429344,2014-12-08 15:25:09,,facebook
534,56,Cinderella,Never Back Down,152363076192,109691609057738,152363076192,2014-12-08 15:25:09,,facebook
535,56,Kal Ho Naa Ho,Titanic,335117769895306,216410885045047,335117769895306,2014-12-08 15:25:09,,facebook
536,56,Inception,Harry Potter,91290503700,156794164312,156794164312,2014-12-08 15:25:09,,facebook
537,56,American Pie,Eclipse,12604171859,276563165697438,276563165697438,2014-12-08 15:25:09,,facebook
538,56,Kuch Kuch Hota Hai,Mohabbatein - Official,329909013749416,640027462696866,329909013749416,2014-12-08 15:25:09,,facebook
539,56,Never Back Down,American Pie,109691609057738,12604171859,12604171859,2014-12-08 15:25:09,,facebook
540,56,The Twilight Saga,Kal Ho Naa Ho,8526405673,335117769895306,335117769895306,2014-12-08 15:25:09,,facebook
541,56,Mohabbatein - Official,A Walk To Remember,640027462696866,152542051476998,,2014-12-08 15:25:09,,facebook
542,56,Harry Potter,TZP,156794164312,131163930317669,156794164312,2014-12-08 15:25:09,"plotline, direction screenplay",facebook
543,57,Batman: The Dark Knight,Star Wars,12887942787,107999845895124,107999845895124,2014-12-08 16:04:27,,facebook
544,57,DCH Gang,Nemo,268817026482059,24642632550,24642632550,2014-12-08 16:04:27,,facebook
545,57,The Hobbit,One Flew Over The Cuckoo's Nest,160617097307237,309680635765274,309680635765274,2014-12-08 16:04:27,,facebook
546,57,TZP,The Incredible Hulk (2008),131163930317669,120204837994100,131163930317669,2014-12-08 16:04:27,,facebook
547,57,X-Men Movies,Gladiator,170700836293714,229197930430239,229197930430239,2014-12-08 16:04:27,,facebook
548,57,The Matrix,X-Men Movies,195843020454275,170700836293714,195843020454275,2014-12-08 16:04:27,,facebook
549,57,Fight Club,Ramayana - The Epic,39644305296,107495131625,107495131625,2014-12-08 16:04:27,,facebook
550,57,American Gangster,Batman: The Dark Knight,104525012958754,12887942787,12887942787,2014-12-08 16:04:27,,facebook
551,57,The Incredible Hulk (2008),The Matrix,120204837994100,195843020454275,195843020454275,2014-12-08 16:04:27,,facebook
552,57,Star Wars,The Hobbit,107999845895124,160617097307237,107999845895124,2014-12-08 16:04:27,,facebook
553,57,Gladiator,DCH Gang,229197930430239,268817026482059,229197930430239,2014-12-08 16:04:27,,facebook
554,57,Superbad,Wreck-It Ralph,108589339206174,217155721634610,108589339206174,2014-12-08 16:04:27,,facebook
555,57,Nemo,American Gangster,24642632550,104525012958754,24642632550,2014-12-08 16:04:27,,facebook
556,57,How to Train Your Dragon,LUCIA Kannada Movie,96698020019,379595285502856,379595285502856,2014-12-08 16:04:27,,facebook
557,57,LUCIA Kannada Movie,Superbad,379595285502856,108589339206174,379595285502856,2014-12-08 16:04:27,,facebook
558,57,Wreck-It Ralph,Winnie the Pooh,217155721634610,136775446236,217155721634610,2014-12-08 16:04:27,,facebook
559,57,Winnie the Pooh,Fight Club,136775446236,39644305296,39644305296,2014-12-08 16:04:27,everything!! ,facebook
560,57,One Flew Over The Cuckoo's Nest,How to Train Your Dragon,309680635765274,96698020019,,2014-12-08 16:04:27,,facebook
561,57,Hachiko: A Dog's Story,TZP,109568722402875,131163930317669,131163930317669,2014-12-08 16:04:27,,facebook
562,61,Luckplaying,KA The Movie,179568902145551,349078801901731,349078801901731,2014-12-09 00:58:43,,facebook
563,61,Free Movie Download,Luckplaying,157251167711922,179568902145551,179568902145551,2014-12-09 00:58:43,,facebook
564,64,The Proposal,Titanic,105542759479267,216410885045047,216410885045047,2014-12-10 22:48:03,,facebook
565,64,The Exorcist,The Ugly Truth,232430166854139,41872475652,232430166854139,2014-12-10 22:48:03,story and direction,facebook
566,64,Titanic,A Walk To Remember,216410885045047,152542051476998,152542051476998,2014-12-10 22:48:03,,facebook
567,64,A Beautiful Mind,The Proposal,251353808252087,105542759479267,105542759479267,2014-12-10 22:48:03,,facebook
568,64,YE JO Mohabbat HAI,The Exorcist,194040394023368,232430166854139,232430166854139,2014-12-10 22:48:03,,facebook
569,64,The Ugly Truth,A Beautiful Mind,41872475652,251353808252087,251353808252087,2014-12-10 22:48:03,,facebook
